,Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,Unnamed: 12,coords0,coords1,coords2
16152,HA,CY193623,No,4,1701,H3N2,2014-12-26,IRD:Human,USA,Washington,14-15,A/Washington/4370/2014,,0.022043421864509583,-2.085446357727051,2.359227180480957
16153,HA,CY193624,No,4,1701,H3N2,2014-12-22,IRD:Human,USA,Washington,14-15,A/Washington/4371/2014,,-0.02922801673412323,-1.9328986406326294,2.1748156547546387
16154,HA,CY193625,No,4,1701,H3N2,2014-12-22,IRD:Human,USA,Washington,14-15,A/Washington/4372/2014,,1.1360418796539307,0.12339821457862854,2.6211624145507812
16155,HA,CY193626,No,4,1701,H3N2,2014-12-24,IRD:Human,USA,Washington,14-15,A/Washington/4373/2014,,-0.048197075724601746,-1.9102855920791626,2.049633502960205
16156,HA,CY193627,No,4,1701,H3N2,2015-01-03,IRD:Human,USA,Washington,14-15,A/Washington/4374/2015,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16157,HA,CY193628,No,4,1701,H3N2,2015-01-03,IRD:Human,USA,Washington,14-15,A/Washington/4375/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16158,HA,CY193629,No,4,1701,H3N2,2015-01-03,IRD:Human,USA,Washington,14-15,A/Washington/4376/2015,,-0.023649021983146667,-2.053884506225586,2.3492422103881836
16159,HA,CY193630,No,4,1701,H3N2,2015-01-04,IRD:Human,USA,Washington,14-15,A/Washington/4377/2015,,-0.06852035224437714,-1.6604167222976685,2.3630971908569336
16160,HA,KT840213,No,4,1701,H3N2,2014-12-08,IRD:Human,USA,Washington,14-15,A/Washington/44/2014,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16161,HA,KU590595,Yes,4,1701,H3N2,2015-09-07,IRD:Human,USA,Washington,-N/A-,A/Washington/44/2015,,-0.13359908759593964,-1.7572013139724731,2.291487693786621
16162,HA,CY193745,No,4,1701,H3N2,2014-12-22,IRD:Human,USA,Washington,14-15,A/Washington/4492/2014,,0.022043421864509583,-2.085446357727051,2.359227180480957
16163,HA,CY193746,No,4,1701,H3N2,2014-12-22,IRD:Human,USA,Washington,14-15,A/Washington/4493/2014,,0.022043421864509583,-2.085446357727051,2.359227180480957
16164,HA,CY193747,No,4,1701,H3N2,2014-12-28,IRD:Human,USA,Washington,14-15,A/Washington/4494/2014,,-0.1432230919599533,-1.7373418807983398,1.9876890182495117
16165,HA,CY193748,No,4,1701,H3N2,2015-01-01,IRD:Human,USA,Washington,14-15,A/Washington/4495/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16166,HA,KY089215,No,4,1701,H3N2,2014-12-08,IRD:Human,USA,Washington,14-15,A/Washington/45/2014,,1.1025683879852295,-0.011436313390731812,2.401258945465088
16167,HA,KU591259,Yes,4,1737,H3N2,2015-06-16,IRD:Human,USA,Washington,-N/A-,A/Washington/45/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
16168,HA,KX004005,Yes,4,1701,H3N2,2015-06-16,IRD:Human,USA,Washington,-N/A-,A/Washington/45/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
16169,HA,CY193827,No,4,1701,H3N2,2015-01-17,IRD:Human,USA,Washington,14-15,A/Washington/4574/2015,,1.3078176975250244,-0.8945238590240479,2.6431188583374023
16170,HA,CY193828,No,4,1701,H3N2,2015-01-07,IRD:Human,USA,Washington,14-15,A/Washington/4575/2015,,0.05459614098072052,-1.6901313066482544,2.1843996047973633
16171,HA,CY193829,No,4,1701,H3N2,2015-01-07,IRD:Human,USA,Washington,14-15,A/Washington/4576/2015,,-0.049866244196891785,-1.884628176689148,2.176694869995117
16172,HA,CY193830,No,4,1701,H3N2,2015-01-07,IRD:Human,USA,Washington,14-15,A/Washington/4577/2015,,0.00843067467212677,-2.0029048919677734,2.3699965476989746
16173,HA,CY193831,No,4,1701,H3N2,2015-01-07,IRD:Human,USA,Washington,14-15,A/Washington/4578/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16174,HA,CY193832,No,4,1701,H3N2,2015-01-08,IRD:Human,USA,Washington,14-15,A/Washington/4579/2015,,-0.06852035224437714,-1.6604167222976685,2.3630971908569336
16175,HA,CY193833,No,4,1701,H3N2,2015-01-12,IRD:Human,USA,Washington,14-15,A/Washington/4580/2015,,-0.024870678782463074,-2.2970759868621826,2.1832618713378906
16176,HA,CY193834,No,4,1701,H3N2,2015-01-19,IRD:Human,USA,Washington,14-15,A/Washington/4581/2015,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16177,HA,CY193835,No,4,1701,H3N2,2015-01-19,IRD:Human,USA,Washington,14-15,A/Washington/4582/2015,,0.24289722740650177,-1.974645733833313,2.2855100631713867
16178,HA,CY193836,No,4,1701,H3N2,2015-01-15,IRD:Human,USA,Washington,14-15,A/Washington/4583/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16179,HA,CY193837,No,4,1701,H3N2,2015-01-15,IRD:Human,USA,Washington,14-15,A/Washington/4584/2015,,0.024140551686286926,-1.8012968301773071,2.0046653747558594
16180,HA,CY193838,No,4,1701,H3N2,2015-01-16,IRD:Human,USA,Washington,14-15,A/Washington/4585/2015,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16181,HA,CY193839,No,4,1701,H3N2,2015-01-17,IRD:Human,USA,Washington,14-15,A/Washington/4586/2015,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16182,HA,CY193840,No,4,1701,H3N2,2015-01-17,IRD:Human,USA,Washington,14-15,A/Washington/4587/2015,,1.3078176975250244,-0.8945238590240479,2.6431188583374023
16183,HA,CY193841,No,4,1701,H3N2,2015-01-16,IRD:Human,USA,Washington,14-15,A/Washington/4588/2015,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16184,HA,CY193842,No,4,1701,H3N2,2015-01-17,IRD:Human,USA,Washington,14-15,A/Washington/4589/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16185,HA,CY193843,No,4,1701,H3N2,2015-02-02,IRD:Human,USA,Washington,14-15,A/Washington/4590/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16186,HA,CY193844,No,4,1701,H3N2,2015-02-02,IRD:Human,USA,Washington,14-15,A/Washington/4591/2015,,-0.12190322577953339,-1.615265965461731,2.3746066093444824
16187,HA,KM064394,No,4,1701,H3N2,2013-12-26,IRD:Human,USA,Washington,13-14,A/Washington/46/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
16188,HA,KT840730,Yes,4,1701,H3N2,2014-12-17,IRD:Human,USA,Washington,14-15,A/Washington/46/2014,,1.2990810871124268,0.11242905259132385,2.934002637863159
16189,HA,KX004013,Yes,4,1737,H3N2,2015-09-15,IRD:Human,USA,Washington,-N/A-,A/Washington/46/2015,,-0.18324951827526093,-1.993652582168579,2.1164193153381348
16190,HA,KX416112,Yes,4,1737,H3N2,2016-03-09,IRD:Human,USA,Washington,15-16,A/Washington/46/2016,,-0.1715124100446701,-1.557435154914856,2.277996063232422
16191,HA,KT840638,Yes,4,1701,H3N2,2014-12-17,IRD:Human,USA,Washington,14-15,A/Washington/47/2014,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16192,HA,KX004021,Yes,4,1701,H3N2,2015-09-19,IRD:Human,USA,Washington,-N/A-,A/Washington/47/2015,,0.06611080467700958,-1.7217131853103638,1.880903720855713
16193,HA,KX416120,Yes,4,1737,H3N2,2016-03-14,IRD:Human,USA,Washington,15-16,A/Washington/47/2016,,-0.1715124100446701,-1.557435154914856,2.277996063232422
16194,HA,CY193976,No,4,1701,H3N2,2014-12-28,IRD:Human,USA,Washington,14-15,A/Washington/4723/2014,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16195,HA,CY193977,No,4,1701,H3N2,2015-01-07,IRD:Human,USA,Washington,14-15,A/Washington/4724/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16196,HA,CY193978,No,4,1701,H3N2,2015-01-09,IRD:Human,USA,Washington,14-15,A/Washington/4725/2015,,0.12020130455493927,-1.926326870918274,2.1364479064941406
16197,HA,CY193979,No,4,1701,H3N2,2015-01-22,IRD:Human,USA,Washington,14-15,A/Washington/4726/2015,,-0.158192440867424,-1.5259343385696411,2.352738857269287
16198,HA,CY193980,No,4,1701,H3N2,2015-01-25,IRD:Human,USA,Washington,14-15,A/Washington/4727/2015,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16199,HA,CY193981,No,4,1701,H3N2,2014-12-15,IRD:Human,USA,Washington,14-15,A/Washington/4728/2014,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16200,HA,CY194041,No,4,1701,H3N2,2015-01-29,IRD:Human,USA,Washington,14-15,A/Washington/4788/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16201,HA,KT840509,Yes,4,1701,H3N2,2014-12-19,IRD:Human,USA,Washington,14-15,A/Washington/48/2014,,0.022043421864509583,-2.085446357727051,2.359227180480957
16202,HA,KU591381,Yes,4,1701,H3N2,2015-09-19,IRD:Human,USA,Washington,-N/A-,A/Washington/48/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16203,HA,CY194074,No,4,1701,H3N2,2015-02-27,IRD:Human,USA,Washington,14-15,A/Washington/4821/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16204,HA,CY208126,No,4,1701,H3N2,2015-10-21,IRD:Human,USA,Washington,15-16,A/Washington/4893/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16205,HA,CY208127,No,4,1701,H3N2,2015-09-24,IRD:Human,USA,Washington,-N/A-,A/Washington/4894/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16206,HA,CY208128,No,4,1701,H3N2,2015-09-22,IRD:Human,USA,Washington,-N/A-,A/Washington/4895/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16207,HA,CY208129,No,4,1701,H3N2,2015-09-18,IRD:Human,USA,Washington,-N/A-,A/Washington/4896/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16208,HA,CY208130,No,4,1701,H3N2,2015-09-22,IRD:Human,USA,Washington,-N/A-,A/Washington/4897/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16209,HA,KU591123,Yes,4,1701,H3N2,2015-10-04,IRD:Human,USA,Washington,15-16,A/Washington/49/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16210,HA,KF790001,No,4,1701,H3N2,2012-09-26,IRD:Human,USA,Washington,-N/A-,A/Washington/50/2012,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
16211,HA,KU591131,Yes,4,1701,H3N2,2015-10-11,IRD:Human,USA,Washington,15-16,A/Washington/50/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16212,HA,KY044463,No,4,1737,H3N2,2016-03-31,IRD:Human,USA,Washington,15-16,A/Washington/50/2016,,-0.22234611213207245,-1.7608448266983032,1.8974988460540771
16213,HA,KY090327,No,4,1701,H3N2,2014-11-01,IRD:Human,USA,Washington,14-15,A/Washington/51/2014,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16214,HA,KU591392,Yes,4,1737,H3N2,2015-10-09,IRD:Human,USA,Washington,15-16,A/Washington/51/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16215,HA,KX917340,Yes,4,1737,H3N2,2016-03-30,IRD:Human,USA,Washington,15-16,A/Washington/51/2016,,0.9749566912651062,-0.602429986000061,2.166703224182129
16216,HA,KF790167,No,4,1701,H3N2,2012-10-13,IRD:Human,USA,Washington,12-13,A/Washington/52/2012,,1.3809244632720947,-1.2715275287628174,2.3263015747070312
16217,HA,KT840890,Yes,4,1701,H3N2,2014-12-15,IRD:Human,USA,Washington,14-15,A/Washington/52/2014,,1.2990810871124268,0.11242905259132385,2.934002637863159
16218,HA,KX412403,Yes,4,1737,H3N2,2015-10-16,IRD:Human,USA,Washington,15-16,A/Washington/52/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16219,HA,KX416824,Yes,4,1737,H3N2,2016-04-11,IRD:Human,USA,Washington,15-16,A/Washington/52/2016,,0.9808666110038757,-0.5132995843887329,1.9413563013076782
16220,HA,KC535336,No,4,1701,H3N2,2009-05-01,IRD:Human,USA,Washington,08-09,A/Washington/53/2009,,1.9815630912780762,-2.048755407333374,1.0448023080825806
16221,HA,KF790516,No,4,1701,H3N2,2012-11-27,IRD:Human,USA,Washington,12-13,A/Washington/53/2012,,1.4414465427398682,-0.9067213535308838,2.4002585411071777
16222,HA,KT840341,Yes,4,1701,H3N2,2014-12-26,IRD:Human,USA,Washington,14-15,A/Washington/53/2014,,1.2990810871124268,0.11242905259132385,2.934002637863159
16223,HA,KU592134,Yes,4,1701,H3N2,2015-10-17,IRD:Human,USA,Washington,15-16,A/Washington/53/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16224,HA,CY209795,No,4,1701,H3N2,2016-02-24,IRD:Human,USA,Washington,15-16,A/Washington/5310/2016,,-0.3577572703361511,-2.0957090854644775,1.4947069883346558
16225,HA,CY209798,No,4,1701,H3N2,2016-03-08,IRD:Human,USA,Washington,15-16,A/Washington/5313/2016,,-0.1902502030134201,-2.006403923034668,2.0657668113708496
16226,HA,CY209799,No,4,1701,H3N2,2016-03-09,IRD:Human,USA,Washington,15-16,A/Washington/5314/2016,,-0.1902502030134201,-2.006403923034668,2.0657668113708496
16227,HA,CY209880,No,4,1701,H3N2,2016-03-20,IRD:Human,USA,Washington,15-16,A/Washington/5395/2016,,0.9749566912651062,-0.602429986000061,2.166703224182129
16228,HA,CY209881,No,4,1701,H3N2,2016-04-14,IRD:Human,USA,Washington,15-16,A/Washington/5396/2016,,0.9749566912651062,-0.602429986000061,2.166703224182129
16229,HA,CY209882,No,4,1701,H3N2,2016-04-03,IRD:Human,USA,Washington,15-16,A/Washington/5397/2016,,0.7225200533866882,-0.1886506974697113,1.8823267221450806
16230,HA,KC535337,No,4,1701,H3N2,2009-05-03,IRD:Human,USA,Washington,08-09,A/Washington/54/2009,,1.9815630912780762,-2.048755407333374,1.0448023080825806
16231,HA,KU592142,Yes,4,1701,H3N2,2015-10-17,IRD:Human,USA,Washington,15-16,A/Washington/54/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16232,HA,CY210063,No,4,1701,H3N2,2016-04-25,IRD:Human,USA,Washington,15-16,A/Washington/5492/2016,,0.9749566912651062,-0.602429986000061,2.166703224182129
16233,HA,KC535342,No,4,1701,H3N2,2009-05-01,IRD:Human,USA,Washington,08-09,A/Washington/55/2009,,1.9815630912780762,-2.048755407333374,1.0448023080825806
16234,HA,KY089479,No,4,1701,H3N2,2014-12-16,IRD:Human,USA,Washington,14-15,A/Washington/55/2014,,-0.06852035224437714,-1.6604167222976685,2.3630971908569336
16235,HA,KU591326,Yes,4,1701,H3N2,2015-10-07,IRD:Human,USA,Washington,15-16,A/Washington/55/2015,,-0.05646292865276337,-2.131532669067383,2.294276714324951
16236,HA,KX416832,Yes,4,1737,H3N2,2016-04-12,IRD:Human,USA,Washington,15-16,A/Washington/55/2016,,0.9808666110038757,-0.5132995843887329,1.9413563013076782
16237,HA,KC535331,No,4,1701,H3N2,2009-05-05,IRD:Human,USA,Washington,08-09,A/Washington/56/2009,,1.9815630912780762,-2.048755407333374,1.0448023080825806
16238,HA,KT734924,No,4,1701,H3N2,2013-01-01,IRD:Human,USA,Washington,-N/A-,A/Washington/56/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
16239,HA,KU591334,Yes,4,1701,H3N2,2015-10-20,IRD:Human,USA,Washington,15-16,A/Washington/56/2015,,-0.09003548324108124,-1.7837011814117432,1.9610447883605957
16240,HA,KX917468,Yes,4,1737,H3N2,2016-03-21,IRD:Human,USA,Washington,15-16,A/Washington/56/2016,,0.838509738445282,-0.44729670882225037,2.073342800140381
16241,HA,KT734925,No,4,1701,H3N2,2013-01-01,IRD:Human,USA,Washington,-N/A-,A/Washington/57/2013,,1.6021978855133057,-0.6070328950881958,2.3491477966308594
16242,HA,KT840445,Yes,4,1701,H3N2,2014-12-29,IRD:Human,USA,Washington,14-15,A/Washington/57/2014,,-0.07401733100414276,-1.9604164361953735,2.227444648742676
16243,HA,KU591962,Yes,4,1701,H3N2,2015-11-07,IRD:Human,USA,Washington,15-16,A/Washington/57/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16244,HA,KU591970,Yes,4,1701,H3N2,2015-11-07,IRD:Human,USA,Washington,15-16,A/Washington/57/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16245,HA,KX917476,Yes,4,1737,H3N2,2016-03-21,IRD:Human,USA,Washington,15-16,A/Washington/57/2016,,-0.1715124100446701,-1.557435154914856,2.277996063232422
16246,HA,KT734932,No,4,1701,H3N2,2013-01-01,IRD:Human,USA,Washington,-N/A-,A/Washington/58/2013,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
16247,HA,KY089480,No,4,1701,H3N2,2014-12-23,IRD:Human,USA,Washington,14-15,A/Washington/58/2014,,-0.02255706489086151,-2.0195095539093018,2.2179994583129883
16248,HA,KU591708,Yes,4,1701,H3N2,2015-11-09,IRD:Human,USA,Washington,15-16,A/Washington/58/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16249,HA,KY044077,Yes,4,1701,H3N2,2015-11-09,IRD:Human,USA,Washington,15-16,A/Washington/58/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16250,HA,KT734926,No,4,1701,H3N2,2013-01-01,IRD:Human,USA,Washington,-N/A-,A/Washington/59/2013,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
16251,HA,KX412411,Yes,4,1701,H3N2,2015-10-21,IRD:Human,USA,Washington,15-16,A/Washington/59/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16252,HA,KF789753,No,4,1701,H3N2,2012-12-05,IRD:Human,USA,Washington,12-13,A/Washington/60/2012,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
16253,HA,KT734919,No,4,1701,H3N2,2013-01-01,IRD:Human,USA,Washington,-N/A-,A/Washington/60/2013,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
16254,HA,KT840479,Yes,4,1701,H3N2,2014-12-23,IRD:Human,USA,Washington,14-15,A/Washington/60/2014,,1.2533857822418213,0.1308530867099762,2.955880880355835
16255,HA,KX003453,Yes,4,1737,H3N2,2015-11-03,IRD:Human,USA,Washington,15-16,A/Washington/60/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16256,HA,KX917580,Yes,4,1737,H3N2,2016-04-02,IRD:Human,USA,Washington,15-16,A/Washington/60/2016,,0.9749566912651062,-0.602429986000061,2.166703224182129
16257,HA,KF789818,No,4,1701,H3N2,2012-12-08,IRD:Human,USA,Washington,12-13,A/Washington/61/2012,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
16258,HA,KT734921,No,4,1701,H3N2,2013-01-01,IRD:Human,USA,Washington,-N/A-,A/Washington/61/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
16259,HA,KX003458,Yes,4,1737,H3N2,2015-11-01,IRD:Human,USA,Washington,15-16,A/Washington/61/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16260,HA,KF789826,No,4,1701,H3N2,2012-12-01,IRD:Human,USA,Washington,12-13,A/Washington/62/2012,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
16261,HA,KT734929,No,4,1701,H3N2,2013-01-01,IRD:Human,USA,Washington,-N/A-,A/Washington/62/2013,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
16262,HA,KU590845,Yes,4,1737,H3N2,2015-12-03,IRD:Human,USA,Washington,15-16,A/Washington/62/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16263,HA,KX412534,Yes,4,1737,H3N2,2015-12-03,IRD:Human,USA,Washington,15-16,A/Washington/62/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16264,HA,KT734931,No,4,1701,H3N2,2013-01-01,IRD:Human,USA,Washington,-N/A-,A/Washington/63/2013,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
16265,HA,KX917612,Yes,4,1737,H3N2,2016-04-06,IRD:Human,USA,Washington,15-16,A/Washington/63/2016,,0.6955472826957703,-0.3782688081264496,1.8731380701065063
16266,HA,KX412542,Yes,4,1737,H3N2,2015-12-15,IRD:Human,USA,Washington,15-16,A/Washington/64/2015,,-0.2847183346748352,-1.4032260179519653,2.096014976501465
16267,HA,KX412550,Yes,4,1737,H3N2,2015-12-15,IRD:Human,USA,Washington,15-16,A/Washington/65/2015,,-0.1715124100446701,-1.557435154914856,2.277996063232422
16268,HA,KX917956,Yes,4,1737,H3N2,2016-04-07,IRD:Human,USA,Washington,15-16,A/Washington/65/2016,,0.9749566912651062,-0.602429986000061,2.166703224182129
16269,HA,KX413537,Yes,4,1737,H3N2,2015-12-01,IRD:Human,USA,Washington,15-16,A/Washington/66/2015,,-0.8455231785774231,-2.049497365951538,2.7003445625305176
16270,HA,KX917964,Yes,4,1737,H3N2,2016-04-08,IRD:Human,USA,Washington,15-16,A/Washington/66/2016,,0.9749566912651062,-0.602429986000061,2.166703224182129
16271,HA,KX413569,Yes,4,1737,H3N2,2015-12-08,IRD:Human,USA,Washington,15-16,A/Washington/68/2015,,-0.1715124100446701,-1.557435154914856,2.277996063232422
16272,HA,KX412710,Yes,4,1737,H3N2,2015-12-28,IRD:Human,USA,Washington,15-16,A/Washington/69/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16273,HA,KX412702,Yes,4,1737,H3N2,2015-12-28,IRD:Human,USA,Washington,15-16,A/Washington/69/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16274,HA,KX917972,Yes,4,1737,H3N2,2016-04-24,IRD:Human,USA,Washington,15-16,A/Washington/71/2016,,-0.1715124100446701,-1.557435154914856,2.277996063232422
16275,HA,KX412958,Yes,4,1737,H3N2,2015-09-22,IRD:Human,USA,Washington,-N/A-,A/Washington/72/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16276,HA,KX917948,Yes,4,1737,H3N2,2016-05-02,IRD:Human,USA,Washington,15-16,A/Washington/72/2016,,0.9749566912651062,-0.602429986000061,2.166703224182129
16277,HA,KX412966,Yes,4,1737,H3N2,2015-09-18,IRD:Human,USA,Washington,-N/A-,A/Washington/73/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16278,HA,KX412974,Yes,4,1737,H3N2,2015-09-22,IRD:Human,USA,Washington,-N/A-,A/Washington/74/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16279,HA,KX916764,Yes,4,1737,H3N2,2016-04-22,IRD:Human,USA,Washington,15-16,A/Washington/74/2016,,0.8973562121391296,-0.5338789224624634,2.104001522064209
16280,HA,KX916772,Yes,4,1737,H3N2,2016-04-22,IRD:Human,USA,Washington,15-16,A/Washington/74/2016,,0.8973562121391296,-0.5338789224624634,2.104001522064209
16281,HA,KX412982,Yes,4,1737,H3N2,2015-09-24,IRD:Human,USA,Washington,-N/A-,A/Washington/75/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
16282,HA,KX916756,Yes,4,1737,H3N2,2016-05-13,IRD:Human,USA,Washington,15-16,A/Washington/75/2016,,-0.13883571326732635,-1.7402664422988892,1.7348535060882568
16283,HA,KX412990,Yes,4,1737,H3N2,2015-10-21,IRD:Human,USA,Washington,15-16,A/Washington/76/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16284,HA,KX414041,Yes,4,1737,H3N2,2015-12-27,IRD:Human,USA,Washington,15-16,A/Washington/77/2015,,-0.06212787330150604,-1.8281489610671997,2.3845319747924805
16285,HA,CY211594,Yes,4,1737,H3N2,2016-10-03,IRD:Human,USA,Washington,16-17,A/Washington/77/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16286,HA,KY116438,Yes,4,1737,H3N2,2016-10-03,IRD:Human,USA,Washington,16-17,A/Washington/77/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16287,HA,KY289312,Yes,4,1737,H3N2,2016-10-05,IRD:Human,USA,Washington,16-17,A/Washington/78/2016,,-0.854570209980011,-1.5260932445526123,2.9776315689086914
16288,HA,KY116446,Yes,4,1737,H3N2,2016-10-05,IRD:Human,USA,Washington,16-17,A/Washington/78/2016,,-0.854570209980011,-1.5260932445526123,2.9776315689086914
16289,HA,KY289579,Yes,4,1737,H3N2,2016-10-14,IRD:Human,USA,Washington,16-17,A/Washington/79/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16290,HA,KY289627,Yes,4,1737,H3N2,2016-10-19,IRD:Human,USA,Washington,16-17,A/Washington/80/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16291,HA,KY289460,Yes,4,1737,H3N2,2016-10-12,IRD:Human,USA,Washington,16-17,A/Washington/81/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16292,HA,CY213842,Yes,4,1737,H3N2,2016-10-16,IRD:Human,USA,Washington,16-17,A/Washington/82/2016,,-1.677917718887329,-2.231895685195923,2.8458523750305176
16293,HA,KY289439,Yes,4,1737,H3N2,2016-10-16,IRD:Human,USA,Washington,16-17,A/Washington/82/2016,,-1.677917718887329,-2.231895685195923,2.8458523750305176
16294,HA,CY227966,Yes,4,1737,H3N2,2016-10-25,IRD:Human,USA,Washington,16-17,A/Washington/83/2016,,-0.6623232960700989,-1.7708289623260498,2.411825180053711
16295,HA,CY209296,Yes,4,1737,H3N2,2016-10-25,IRD:Human,USA,Washington,16-17,A/Washington/83/2016,,-0.6623232960700989,-1.7708289623260498,2.411825180053711
16296,HA,CY209304,Yes,4,1737,H3N2,2016-10-25,IRD:Human,USA,Washington,16-17,A/Washington/84/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16297,HA,CY209312,Yes,4,1737,H3N2,2016-10-31,IRD:Human,USA,Washington,16-17,A/Washington/85/2016,,-0.7956722378730774,-1.9994933605194092,2.4894986152648926
16298,HA,CY209320,Yes,4,1737,H3N2,2016-11-09,IRD:Human,USA,Washington,16-17,A/Washington/86/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16299,HA,CY217914,Yes,4,1737,H3N2,2016-11-29,IRD:Human,USA,Washington,16-17,A/Washington/87/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16300,HA,CY232232,Yes,4,1709,H3N2,2016-11-29,IRD:Human,USA,Washington,16-17,A/Washington/87/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16301,HA,CY217922,Yes,4,1737,H3N2,2016-12-05,IRD:Human,USA,Washington,16-17,A/Washington/90/2016,,-1.7171204090118408,-1.9879399538040161,2.9440035820007324
16302,HA,CY218937,Yes,4,1737,H3N2,2016-12-05,IRD:Human,USA,Washington,16-17,A/Washington/90/2016,,-1.7171204090118408,-1.9879399538040161,2.9440035820007324
16303,HA,CY217930,Yes,4,1737,H3N2,2016-12-05,IRD:Human,USA,Washington,16-17,A/Washington/91/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16304,HA,CY217938,Yes,4,1737,H3N2,2016-12-05,IRD:Human,USA,Washington,16-17,A/Washington/92/2016,,-1.7171204090118408,-1.9879399538040161,2.9440035820007324
16305,HA,CY217946,Yes,4,1737,H3N2,2016-12-06,IRD:Human,USA,Washington,16-17,A/Washington/93/2016,,-0.14022712409496307,-1.7075139284133911,2.105133533477783
16306,HA,CY217970,Yes,4,1737,H3N2,2016-12-12,IRD:Human,USA,Washington,16-17,A/Washington/94/2016,,0.6779500842094421,-0.5059009790420532,1.848615288734436
16307,HA,CY230141,Yes,4,1737,H3N2,2016-12-12,IRD:Human,USA,Washington,16-17,A/Washington/94/2016,,0.6779500842094421,-0.5059009790420532,1.848615288734436
